ID,time,devEUI,deviceName,in6,in18,in36,moist_open_6,moist_open_18,moist_open_36,moist_sub_6,moist_sub_18,moist_sub_36
a06866e2-65a3-11e9-bd7e-b827eb637591,1556008906,0004A30B0021651D,021651D,TERA00047c,TERA00047d,TERA00047e,2.8452,2.8396,2.9137,2.3161,2.2792,2.3735
cd80cb98-75fb-11e9-8b32-b827eb637591,1557805996,0004A30B00216592,0216592,TERA00208d,TERA00209d,TERA00209e,2.8396,2.795,2.8396,2.3354,2.2341,2.1073
75f7b09a-bf47-11e9-9f87-b827eb637591,1565864925,0004A30B0021665D,021665D,TER19260006a,TER19260006b,TER19260006c,2.8294,2.0842,2.4528,2.2937,2.3547,2.1073
5f580a7a-bf4b-11e9-82ce-b827eb637591,1565866605,0004A30B00217C4B,0217C4B,TER19260032b,TER19260063d,TER19260063d,2.8463,2.8347,2.8785,2.3032,2.3697,2.2516
9b2dcf1a-6a39-11e9-a685-b827eb637591,1556513126,0004A30B00217C51,0217C51,TERA00245c,TERA00245d,TERA00245e,2.8111,2.8117,2.8616,2.2137,2.3507,2.3996
4e01758c-6a40-11e9-8f14-b827eb637591,1556516003,0004A30B00217C69,0217C69,TERA00244b,TERA00244c,TERA00244d,2.8444,2.8237,2.9126,2.2792,2.3136,2.2
d969449e-76dc-11e9-ab5a-b827eb637591,1557902652,0004A30B00217D76,0217D76,TERA00097c,TERA000150a,TERA00097e,2.8227,2.8173,2.8764,2.1165,2.2309,2.0917
dab93bce-753d-11e9-949a-b827eb637591,1557724413,0004A30B00217D8E,0217D8E,TERA00023b,TERA00023c,TERA00023d,2.8374,2.8342,2.9506,2.236,2.3045,2.1702
72cc2e44-7539-11e9-a8be-b827eb637591,1557722521,0004A30B00217ECF,0217ECF,TERA00199d,TERA00196d,TERA00196e,2.8173,2.8265,2.9108,2.2774,2.2274,2.1347
c51feea8-bf24-11e9-b478-b827eb637591,1565850026,0004A30B00217F9D,0217F9D,TER19260087b,TER19260087c,TER19260087d,2.7853,2.7719,2.7746,2.3472,2.3703,2.1739
43813992-bf33-11e9-974c-b827eb637591,1565856251,0004A30B00218038,0218038,TER19260061a,TER19260061d,TER19260061e,2.8514,2.8226,2.8675,2.3668,2.3421,2.2406
0d4570d6-756a-11e9-8f46-b827eb637591,1557743396,0004A30B00218067,0218067,TERA000150c,TERA000150d,TERA000150e,2.8299,2.8519,2.885,2.2586,2.1919,2.2583
cb1086b2-7521-11e9-a52d-b827eb637591,1557712361,0004A30B002180A1,02180A1,TERA00236a,TERA00236b,TERA00236c,2.8482,2.8353,2.8694,2.3061,2.2814,2.1409
536b0cb6-bfe2-11e9-865a-b827eb637591,1565931439,0004A30B002180A6,02180A6,TER19260060a,TER19260060b,TER19260060c,2.2814,2.2967,2.1541,2.2809,2.2988,2.1522
f24ed78a-7524-11e9-981e-b827eb637591,1557713716,0004A30B00218131,0218131,TERA00235a,TERA00235b,TERA00235c,2.8269,2.8245,2.9307,2.1992,2.2118,2.1433
cf924452-bf2a-11e9-bc4d-b827eb637591,1565852620,0004A30B0021819F,021819F,TER19260062a,TER19260057d,TER19260057e,2.7834,2.8041,2.9,2.233,2.312,2.3905
cae9719a-755c-11e9-88e6-b827eb637591,1557737701,0004A30B002181FA,02181FA,TERA00188d,TERA00188c,TERA00188e,2.8603,2.8331,2.9266,2.2253,2.1097,2.1366
be267ee0-76d2-11e9-bbb7-b827eb637591,1557898312,0004A30B002181FE,02181FE,TERA00235e,TERA00236d,TERA00236e,2.8329,2.7657,2.8001,2.2199,2.2274,2.0925
9bab391e-7524-11e9-84af-b827eb637591,1557713570,0004A30B00218255,0218255,TERA00228a,TERA00228b,TERA00228c,2.827,2.8181,2.893,2.1078,2.2293,2.1637
b36154d0-65a2-11e9-a917-b827eb637591,1556008508,0004A30B00218280,0218280,TERA000121e,TERA000137a,TERA000137b,2.8568,2.8049,2.8608,2.3434,2.2972,2.196
eaba3114-bf4c-11e9-98fb-b827eb637591,1565867269,0004A30B00218307,0218307,TER19260041a,TER19260041b,TER19260041c,2.8154,2.8377,2.8589,2.424,2.0499,2.0555
a783c6c6-c005-11e9-9a30-b827eb637591,1565946613,0004A30B00218438,0218438,TER19260065a,TER19260025c,TER19260025d,2.1777,2.2543,2.3929,2.1777,2.2556,2.3921
e88b805a-bf29-11e9-b022-b827eb637591,1565852233,0004A30B00218488,0218488,TER19260099a,TER19260099b,TER19260099c,2.8157,2.8256,2.8315,2.3357,2.3846,2.2298
4778a24c-bf1a-11e9-9b10-b827eb637591,1565845520,0004A30B00218499,0218499,TER19260099d,TER19260099e,TER19260079b,2.8423,2.8323,2.8186,2.4026,2.3623,2.3773
fa1ee4ea-751b-11e9-b914-b827eb637591,1557709863,0004A30B0021853D,021853D,TERA00173d,TERA00173e,TERA00099a,2.7679,2.8074,2.8976,2.1831,2.2741,2.2
acc6b502-7560-11e9-986d-b827eb637591,1557739369,0004A30B00218561,0218561,TERA00083b,TERA00079d,TERA00079e,2.8345,2.8407,2.889,2.0088,2.1407,1.9574
1ea9f462-7549-11e9-b673-b827eb637591,1557729252,0004A30B00219B3A,0219B3A,TERA00009a,TERA00009b,TERA00009d,2.816,2.8466,2.9116,1.983,2.1965,2.0343
de4a0e14-7559-11e9-baf2-b827eb637591,1557736445,0004A30B00219BA8,0219BA8,TERA00204a,TERA00204b,TERA00204c,2.7923,2.8294,2.9121,2.1947,2.1758,2.0595
d4f40180-7545-11e9-8cc5-b827eb637591,1557727840,0004A30B00219CE0,0219CE0,TERA00237a,TERA00237b,TERA00237c,2.8245,2.8229,2.9153,2.2701,2.1441,2.2029
0bdb4a0c-65a4-11e9-9acc-b827eb637591,1556009086,0004A30B00219E99,0219E99,TERA00061e,TERA00056a,TERA00056b,2.8125,2.8237,2.9349,2.1893,2.2,2.1661
d428fda8-6674-11e9-9641-b827eb637591,1556098757,0004A30B00219EB1,0219EB1,TERA000100b,TERA00092e,TERA00092d,2.7875,2.8179,2.9041,2.4197,2.4068,2.2511
3ae0fa0e-65a4-11e9-b893-b827eb637591,1556009165,0004A30B00219ED1,0219ED1,TERA000151c,TERA000151d,TERA000151e,2.8453,2.8517,2.9091,2.3032,2.225,2.182
d05e6a30-bf45-11e9-93ee-b827eb637591,1565864218,0004A30B00219ED8,0219ED8,TER19260113d,TER19260023e,TER19260113e,2.7606,2.7904,2.8678,2.25,2.2591,2.413
0b88c508-76d3-11e9-986c-b827eb637591,1557898442,0004A30B00219F69,0219F69,TERA000145e,TERA000106a,TERA000106b,2.8162,2.8079,2.9269,2.1315,2.1328,2.2543
24d15a5a-65a5-11e9-a228-b827eb637591,1556009557,0004A30B00219F8C,0219F8C,TERA00053e,TERA00049a,TERA00049b,2.8525,2.8401,2.9159,2.1863,2.1855,2.3357
a55f536e-756a-11e9-8a45-b827eb637591,1557743651,0004A30B00219F8E,0219F8E,TERA00316e,TERA00316d,TERA00314a,2.8517,2.8539,2.8954,2.2051,2.2741,2.1239
5e2fb466-bf4d-11e9-ab96-b827eb637591,1565867463,0004A30B00219FA1,0219FA1,TER19260005d,TER19260005e,TER19260028b,2.8334,2.8168,2.8426,2.3182,2.3056,2.2172
366db5c6-751b-11e9-99a1-b827eb637591,1557709535,0004A30B0021A035,021A035,TERA00169e,TERA00160a,TERA00160b,2.8205,2.8436,2.8925,2.2118,2.3279,2.3534
50016a16-bf24-11e9-8cec-b827eb637591,1565849829,0004A30B0021A07F,021A07F,TER19260095a,TER19260095b,TER19260095c,2.7894,2.8001,2.4571,2.2115,2.1952,2.2537
13f955f8-76d4-11e9-9854-b827eb637591,1557898885,0004A30B0021A14F,021A14F,TERA00321a,TERA00321b,TERA00321c,2.7991,2.8071,2.9282,2.1925,2.1949,2.0907
fa50c20a-76db-11e9-8d5a-b827eb637591,1557902278,0004A30B0021A167,021A167,TERA00218d,TERA00219d,TERA00219e,2.8458,2.8364,2.8869,2.2201,2.2532,2.0708
d4722534-6a46-11e9-9ea3-b827eb637591,1556518806,0004A30B0021A2E0,021A2E0,TERA00250d,TERA00250e,TERA00239a,2.8033,2.8146,2.8801,2.3158,2.3483,2.1385
dc59756e-76cf-11e9-8108-b827eb637591,1557897074,0004A30B0021A375,021A375,TERA00207d,TERA00207e,TERA00205a,2.8047,2.8227,2.8686,2.2513,2.2443,2.095
0417036e-6a3c-11e9-96ac-b827eb637591,1556514161,0004A30B0021B898,021B898,TERA00195e,TERA00245a,TERA00245b,2.8117,2.8159,2.9108,2.3415,2.2392,2.4026
bd8faba0-c23b-11e9-91a8-b827eb637591,1566189745,0004A30B0021B93B,021B93B,TER19260104a,TER19260104b,TER19260104c,2.0746,2.1686,2.1242,2.0754,2.1715,2.1213
5a0e637e-65a6-11e9-89ca-b827eb637591,1556010076,0004A30B0021B945,021B945,TERA000119d,TERA000119e,TERA000128a,2.853,2.8283,2.9124,2.3075,2.3305,2.1302
bdab02bc-76da-11e9-b528-b827eb637591,1557901747,0004A30B0021B96A,021B96A,TERA00216a,TERA00216b,TERA00216c,2.7252,2.7469,2.9059,2.2408,2.2524,2.1734
14567564-bffc-11e9-993e-b827eb637591,1565942501,0004A30B0021B9A5,021B9A5,TER19260045b,TER19260045c,TER19260045d,2.2435,2.2344,2.0289,2.2424,2.2354,2.0305
2095fd3a-659e-11e9-b68c-b827eb637591,1556006544,0004A30B0021BA5E,021BA5E,TERA00049c,TERA00049d,TERA00049e,2.7372,2.8092,2.9046,2.4063,2.4095,2.229
ab31b78a-6707-11e9-85f7-b827eb637591,1556161825,0004A30B0021BA96,021BA96,TERA000140b,TERA000140c,TERA000140d,2.806,2.8264,2.8869,2.2467,2.2822,2.4224
a6be8d8a-bf46-11e9-804f-b827eb637591,1565864578,0004A30B0021BABE,021BABE,TER19260026d,TER19260011e,TER19260026e,2.8189,2.8382,2.5489,2.1466,2.3582,2.254
d34f20ee-65a5-11e9-8786-b827eb637591,1556009850,0004A30B0021BBF2,021BBF2,TERA000121b,TERA000121c,TERA000121d,2.8519,2.8334,2.9046,2.3716,2.3467,2.2145
ab73da74-7522-11e9-bd8c-b827eb637591,1557712738,0004A30B0021BC6D,021BC6D,TERA00315b,TERA00322a,TERA00322b,2.8253,2.8321,2.9009,2.2911,2.2714,2.1694
724ff12c-bf34-11e9-9c45-b827eb637591,1565856759,0004A30B0021BC86,021BC86,TER19260072d,TER19260075d,TER19260072e,2.7797,2.8248,2.8887,2.0735,2.1554,2.2142
91b4d802-bf25-11e9-bf8f-b827eb637591,1565850369,0004A30B0021BDE3,021BDE3,TER19260075a,TER19260075b,TER19260075c,2.7525,2.7686,2.8321,2.2986,2.327,2.3238
38c24686-bf15-11e9-94f4-b827eb637591,1565843348,0004A30B0021BE58,021BE58,TER19260049a,TER19260049b,TER19260049c,2.841,2.8245,2.8519,2.3966,2.4324,2.3343
b9c183cc-bfc5-11e9-88c6-b827eb637591,1565919156,0004A30B0021BEF7,021BEF7,TER19260026a,TER19260026b,TER19260026c,2.8291,0,2.8506,2.2556,0,2.243
111330e2-76da-11e9-8b88-b827eb637591,1557901457,0004A30B0021D19F,021D19F,TERA00072a,TERA00072b,TERA00072c,2.8014,2.8434,2.9054,2.2143,2.2634,2.2274
ea692f36-753b-11e9-a6f4-b827eb637591,1557723581,0004A30B0021D1C1,021D1C1,TERA00197a,TERA00197b,TERA00197c,2.6875,2.8259,2.9266,2.2218,2.2914,2.013
432d15b8-7525-11e9-877d-b827eb637591,1557713851,0004A30B0021D1E5,021D1E5,TERA00317c,TERA00317d,TERA00317e,2.8275,2.8068,2.9092,2.2379,2.1831,2.2766
50aa5e0c-753f-11e9-8d5c-b827eb637591,1557725041,0004A30B0021D24C,021D24C,TERA00023e,TERA00010a,TERA00010b,2.8576,2.8442,2.935,2.1511,2.1337,2.3294
f2f04306-754f-11e9-b4ae-b827eb637591,1557732185,0004A30B0021D2CA,021D2CA,TERA00201c,TERA00201d,TERA00201e,2.831,2.8374,2.8501,2.3136,2.0732,2.2062
fb5035c2-7538-11e9-9a2f-b827eb637591,1557722321,0004A30B0021D338,021D338,TERA00194d,TERA00191d,TERA00191e,2.8608,2.842,2.9175,2.2833,2.2234,2.1229
37ad9e0e-7522-11e9-a401-b827eb637591,1557712543,0004A30B0021D34A,021D34A,TERA00223e,TERA00222d,TERA00222e,2.835,2.7945,2.8866,2.3185,2.25,2.1584
4015cbb4-c240-11e9-a150-b827eb637591,1566191682,0004A30B0021D50C,021D50C,TER19260027e,TER19260027b,TER19260027c,2.2567,2.1656,2.0549,2.2561,2.1659,2.0569
40313118-bf45-11e9-bfb2-b827eb637591,1565863976,0004A30B0021E223,021E223,TER19260010d,TER19260022e,TER19260010e,2.8552,2.8224,2.7869,2.3607,2.2045,2.2519
67549364-7546-11e9-9935-b827eb637591,1557728085,0004A30B0021E227,021E227,TERA00194e,TERA00156d,TERA00156e,2.8218,2.4445,2.9046,2.2793,2.1938,2.2875
e3dc188a-7555-11e9-967a-b827eb637591,1557734737,0004A30B0023728B,023728B,TERA00179b,TERA00179c,TERA00179d,2.8178,2.8066,2.8788,2.1342,2.1256,2.197
86d68fd4-755b-11e9-80de-b827eb637591,1557737158,0004A30B002372F8,02372F8,TERA00009e,TERA00088d,TERA00088e,2.8025,2.8436,2.8995,1.9821,2.11,2.0523
0a0de518-754e-11e9-9250-b827eb637591,1557731365,0004A30B00237315,0237315,TERA00312d,TERA00312d,TERA00310a,2.8525,2.8253,2.9084,2.1213,2.2706,2.0311
46a59b8c-65a0-11e9-bf37-b827eb637591,1556007467,0004A30B00237346,0237346,TERA00096a,TERA00096b,TERA00096c,2.8265,2.8517,2.9158,2.3963,2.3631,2.38
b1ad319a-7538-11e9-b547-b827eb637591,1557722197,0004A30B0023736C,023736C,TERA00249a,TERA00249b,TERA00249c,2.8168,2.8383,2.9183,2.0944,2.121,2.2706
9340f9f4-76db-11e9-9f96-b827eb637591,1557902105,0004A30B002373B4,02373B4,TERA00223d,TERA00220d,TERA00220e,2.7945,2.3792,2.9121,2.0168,2.1441,1.9821
c0f57c36-bf28-11e9-afe4-b827eb637591,1565851737,0004A30B002373C4,02373C4,TER19260080a,TER19260119a,TER19260119c,2.791,2.8149,2.8713,2.2798,2.2322,2.3652
e9fe3ed2-76d6-11e9-abe3-b827eb637591,1557900103,0004A30B002373D5,02373D5,TERA00218a,TERA00218b,TERA00218c,2.8307,2.8345,2.8845,2.1787,2.1481,2.185
e6eb4566-7549-11e9-b908-b827eb637591,1557729588,0004A30B002373DF,02373DF,TERA00002d,TERA00002e,TERA00001a,2.8165,2.8299,2.9186,2.2419,2.1895,2.1632
fcea3856-65a2-11e9-a469-b827eb637591,1556008631,0004A30B00237EFA,0237EFA,TERA00065c,TERA00065d,TERA00065e,2.8087,2.8307,2.9462,2.3437,2.3625,2.2113
b71f84c4-7557-11e9-b6b4-b827eb637591,1557735521,0004A30B00237F26,0237F26,TERA00093a,TERA00093b,TERA00093c,2.8242,2.8337,2.9008,2.2335,2.2247,2.0762
2d4814f4-752b-11e9-91ae-b827eb637591,1557716392,0004A30B00237F91,0237F91,TERA000126e,TERA00173b,TERA00173c,2.8323,2.6218,2.658,2.1524,2.0722,2.2521
32009680-bf2a-11e9-9705-b827eb637591,1565852356,0004A30B00237FAD,0237FAD,TER19260102b,TER19260102c,TER19260102d,2.8487,2.8385,2.849,2.3912,2.3241,2.2548
4eb74fe8-c7c8-11e9-84c8-b827eb637591,1566799874,0004A30B002380EE,02380EE,TER19260092b,TER19260092c,TER19260053e,2.3958,2.3053,2.8216,2.2777,2.3789,2.41
9c7bd9c2-754f-11e9-b1f5-b827eb637591,1557732040,0004A30B0023812D,023812D,TERA00171e,TERA00181a,TERA00181b,2.8149,2.828,2.9199,2.1793,2.2035,2.0595
614e0cd0-76d5-11e9-ba4a-b827eb637591,1557899444,0004A30B002381FA,02381FA,TERA00229a,TERA00229b,TERA00229c,2.8133,2.8197,2.8877,2.2645,2.2164,2.304
22ded8d8-7551-11e9-85f3-b827eb637591,1557732695,0004A30B002383EC,02383EC,TERA00220a,TERA00220b,TERA00220c,2.8245,2.8251,2.9175,2.0762,2.1223,2.2516
c6188372-76d8-11e9-8019-b827eb637591,1557900902,0004A30B00238573,0238573,TERA00231c,TERA00231d,TERA00231e,2.8345,2.8117,2.9094,2.2408,2.2314,2.2166
7757b778-7523-11e9-b092-b827eb637591,1557713080,0004A30B00238593,0238593,TERA00156a,TERA00156b,TERA00156c,2.8372,2.8406,2.9352,2.25,2.2113,2.3826
9ec2793a-7562-11e9-a855-b827eb637591,1557740204,0004A30B002385B3,02385B3,TERA00047b,TERA00047b,TERA00080d,2.8326,2.8318,2.87,2.0595,1.9894,2.2548
1e5a533e-7540-11e9-aa09-b827eb637591,1557725386,0004A30B002385BD,02385BD,TERA00226e,TERA00224d,TERA00224e,2.8073,2.817,2.9177,1.9642,2.0939,2.1253
1d44a8da-bf20-11e9-8587-b827eb637591,1565848026,0004A30B002385D7,02385D7,TER19260017c,TER19260017d,TER19260017e,2.7633,2.8146,2.8614,2.2911,2.413,2.3754
80cf0a2a-6a3a-11e9-83ed-b827eb637591,1556513511,0004A30B0023860B,023860B,TERA00193d,TERA00193e,TERA00195a,2.835,2.8358,2.8495,2.3776,2.3899,2.2161
09fc1b0c-bf4b-11e9-a1de-b827eb637591,1565866462,0004A30B00238629,0238629,TER19260002c,TER19260002d,TER19260002e,2.8307,2.8068,2.8444,2.2196,2.2526,2.1656
6f55fca2-76d0-11e9-82c2-b827eb637591,1557897320,0004A30B002395E2,0239500,TERA00080a,TERA00080b,TERA00080c,2.8141,2.8216,2.8761,2.2497,2.1081,2.3381
b906f5a8-65a6-11e9-8be6-b827eb637591,1556010235,0004A30B0023958E,023958E,TERA000124d,TERA000124e,TERA00047a,2.8527,2.8347,2.893,2.2927,2.337,2.254
b393c786-bfe7-11e9-842d-b827eb637591,1565933748,0004A30B0023959F,023959F,TER19260053a,TER19260006d,TER19260006e,2.304,2.2693,2.1586,2.3032,2.2693,2.1576
4f76db62-c249-11e9-a4a2-b827eb637591,1566195573,0004A30B002395AF,02395AF,TER19260092b,TER19260092c,TER19260053e,1.9966,2.3354,1.9792,1.9937,2.3394,1.9789
09491a58-76de-11e9-b42a-b827eb637591,1557903162,0004A30B002395DB,02395DB,TERA00196a,TERA00196b,TERA00196c,2.8181,2.841,2.9137,2.2658,2.2303,2.0359
ef57ba26-752c-11e9-b5de-b827eb637591,1557717147,0004A30B00239603,0239603,TERA00248e,TERA00317a,TERA00317b,2.8525,2.875,2.885,2.2884,2.2564,2.2782
5f075f6a-753d-11e9-a261-b827eb637591,1557724206,0004A30B0023963D,023963D,TERA00026a,TERA00026b,TERA00026c,2.8213,2.8224,2.8893,2.0762,2.1979,2.2916
bd801636-65a7-11e9-b555-b827eb637591,1556010672,0004A30B0023964B,023964B,TERA00059d,TERA00059e,TERA00061a,2.8184,2.8181,2.9301,2.2567,2.2397,2.1874
c4576554-c24f-11e9-9059-b827eb637591,1566198346,0004A30B00239660,0239660,TER19260114a,TER19260114b,TER19260114c,1.9881,2.0133,2.2118,1.9872,2.0147,2.2105
98ffe37e-7518-11e9-a623-b827eb637591,1557708412,0004A30B00239824,0239824,TERA00199e,TERA00197d,TERA00197e,2.8468,2.8267,2.9148,2.3883,2.3367,2.3362
c91ff084-6a38-11e9-870a-b827eb637591,1556512774,0004A30B00239829,0239829,TERA00244e,TERA00242a,TERA00242b,2.788,2.8141,2.8834,2.3577,2.2274,2.4149
0ddfdc8e-7560-11e9-a222-b827eb637591,1557739102,0004A30B00239843,0239843,TERA00234c,TERA00234d,TERA00234e,2.857,2.8374,2.9258,2.1438,2.1149,2.1721
85bce748-bf33-11e9-8875-b827eb637591,1565856362,0004A30B002399CB,02399CB,TER19260005a,TER19260005b,TER19260005c,2.5014,2.7928,2.8906,2.2341,2.1046,2.3101
dbfa0056-bf4b-11e9-a39d-b827eb637591,1565866815,0004A30B00239A30,0239A30,TER19260074b,TER19260074c,TER19260027a,2.8173,2.7934,2.8202,2.3864,2.417,2.4334
4738e654-6676-11e9-9d6c-b827eb637591,1556099380,0004A30B00239A68,0239A68,TERA000124a,TERA000124b,TERA000124c,2.8422,2.85,2.9105,2.3982,2.3612,2.2097
1549cb76-7563-11e9-859c-b827eb637591,1557740403,0004A30B00239AF9,0239AF9,TERA00037e,TERA00087d,TERA00087e,2.7942,2.8022,2.9132,2.0765,2.1944,2.4404
05d60ed0-bf2c-11e9-ac28-b827eb637591,1565853141,0004A30B00239B04,0239B04,TER19260042a,TER19260042b,TER19260062e,2.7703,2.7936,2.8653,2.1949,2.3045,2.3002
e2ac24fe-7551-11e9-8ded-b827eb637591,1557733017,0004A30B00239B81,0239B81,TERA00217a,TERA00217b,TERA00217c,2.8259,2.8334,2.9003,2.275,2.1643,2.2698
8966a438-65a6-11e9-b4d4-b827eb637591,1556010156,0004A30B00239DCD,0239DCD,TERA000119a,TERA000119b,TERA000119c,2.85,2.8428,2.9269,2.2809,2.2368,2.2868
6cffa306-65a3-11e9-af36-b827eb637591,1556008819,0004A30B00239E2F,0239E2F,TERA00076a,TERA00076b,TERA00076c,2.7931,2.8538,2.9051,2.3773,2.4007,2.2774
4a9e8ab0-756c-11e9-b09e-b827eb637591,1557744358,0004A30B00239E7B,0239E7B,TERA00001c,TERA00001b,TERA00001d,2.8084,2.8071,2.9366,2.2024,2.3147,2.3929
b07b3b74-76d1-11e9-81c3-b827eb637591,1557897859,0004A30B00239F5F,0239F5F,TERA00072d,TERA00072e,TERA00023a,2.8297,2.6196,2.7775,2.1629,2.2854,1.9682
4f81f5cc-bf4e-11e9-8359-b827eb637591,1565867867,0004A30B00239F66,0239F66,TER19260028c,TER19260028d,TER19260028e,2.8017,2.8176,2.9135,2.2446,2.1879,2.3378
34c4c53c-755e-11e9-8999-b827eb637591,1557738308,0004A30B0023A01F,023A01F,TERA00183e,TERA00184d,TERA00184e,2.8538,2.85,2.9076,2.1887,2.1519,2.2121
7c245d48-751d-11e9-8f75-b827eb637591,1557710511,0004A30B0023B25E,023B25E,TERA00223a,TERA00223b,TERA00223c,2.8509,2.8358,2.9245,2.333,2.2223,2.3115
54336e02-777d-11e9-9c7e-b827eb637591,1557971578,0004A30B0023B33F,023B33F,TERA00078a,TERA00078b,TERA00078c,2.8184,2.6865,2.7405,2.0843,2.1103,2.0928
f30d98f2-bf32-11e9-885f-b827eb637591,1565856116,0004A30B0023B342,023B342,TER19260014c,TER19260014d,TER19260014e,2.7676,2.7862,2.8901,2.2588,2.3278,2.398
cc56c518-c7c4-11e9-a985-b827eb637591,1566798367,0004A30B0023B3CA,023B3CA,TER19260092b,TER19260092c,TER19260053e,2.3697,2.3655,2.7606,2.3585,2.3563,2.2634
772184ea-bf2a-11e9-9ff5-b827eb637591,1565852472,0004A30B0023B3F6,023B3F6,TER19260012a,TER19260012b,TER19260012c,2.8289,2.8149,2.8331,2.3303,2.2822,2.2287
5a6103de-bfe9-11e9-8c50-b827eb637591,1565934458,0004A30B0023B46F,023B46F,TER19260097a,TER19260097b,TER19260097c,2.0724,2.196,2.3496,2.067,2.2268,2.1086
44a970a6-bf14-11e9-bbfc-b827eb637591,1565842938,0004A30B0023B5D0,023B5D0,TER19260123a,TER19260123b,TER19260123c,2.8226,2.8063,2.8484,2.3996,2.3813,2.3993
aac547ba-c262-11e9-b016-b827eb637591,1566206464,0004A30B0023B5D4,023B5D4,TER19260002b,TER19260060d,TER19260060e,2.2575,2.3738,2.3496,2.2583,2.3765,2.3456
25e605b6-751e-11e9-8423-b827eb637591,1557710796,0004A30B0023B5FE,023B5FE,TERA00313c,TERA00313d,TERA00313e,2.8007,2.8248,2.8777,2.3391,2.3069,2.3056
18b2b348-bf25-11e9-8ac4-b827eb637591,1565850166,0004A30B0023B65B,023B65B,TER19260057a,TER19260057b,TER19260057c,2.8297,2.7872,2.5465,1.9985,2.0711,2.0619
4ea928dc-bffd-11e9-af61-b827eb637591,1565943028,0004A30B0023B697,023B697,TER19260053b,TER19260053c,TER19260053d,2.2527,2.268,2.1616,2.2572,2.2688,2.1602
94d87bc0-64a7-11e9-af8d-b827eb637591,1555900653,0004A30B0023B6C9,023B6C9,TERA00085c,TERA00085d,TERA00085e,2.8044,2.8498,2.8919,2.2045,2.3407,2.3713
a283e1fe-bf2b-11e9-81c4-b827eb637591,1565852974,0004A30B0023B71D,023B71D,TER19260121a,TER19260121c,TER19260121e,2.8052,2.8097,2.8173,2.2889,2.3252,2.2585
1cdd32b4-76db-11e9-a2c2-b827eb637591,1557901907,0004A30B0023B72C,023B72C,TERA00099b,TERA00099c,TERA00099d,2.7072,2.7316,2.835,2.2032,2.2234,2.0522
7477a372-7520-11e9-a730-b827eb637591,1557711786,0004A30B0023B73E,023B73E,TERA00240d,TERA00214d,TERA00214e,2.8296,2.8353,2.9118,2.3389,2.3083,2.2435
4b6c24d4-753a-11e9-99ab-b827eb637591,1557722885,0004A30B0023B7B6,023B7B6,TERA00209a,TERA00209b,TERA00209c,2.8527,2.8524,2.9207,2.3284,2.3112,2.1731
82e5754e-7569-11e9-890c-b827eb637591,1557743164,0004A30B0023B820,023B820,TERA00042e,TERA000134d,TERA000134e,2.1087,2.19,2.2287,2.1033,2.1914,2.2247
ff3506a0-753c-11e9-b7f6-b827eb637591,1557724045,0004A30B0023B87C,023B87C,TERA00170b,TERA00170a,TERA00170c,2.7976,2.8181,2.9167,2.1495,2.2456,2.0641
3c1b727e-65a3-11e9-81cb-b827eb637591,1556008737,0004A30B0023B87D,023B87D,TERA00053b,TERA00053c,TERA00053d,2.8527,2.8415,2.932,2.1965,2.2185,2.3448
1f313ac8-c7bd-11e9-bdd7-b827eb637591,1566795070,0004A30B0023B8A8,023B8A8,TER19260092b,TER19260092c,TER19260053e,2.7249,2.7697,2.7976,2.2811,2.3644,2.3568
3e60baa2-7558-11e9-9a3d-b827eb637591,1557735748,0004A30B0023B903,023B903,TERA00216e,TERA00210d,TERA00210e,2.8326,2.8234,2.8853,2.1745,2.2051,2.2513
7563ba94-bf2d-11e9-8b5e-b827eb637591,1565853758,0004A30B0023BAD4,023BAD4,TER19260097d,TER19260049d,TER19260049e,2.8106,2.8052,2.8025,2.3265,2.4144,2.1984
fe0f17b8-6707-11e9-8e9e-b827eb637591,1556161964,0004A30B0023BAEA,023BAEA,TERA00071e,TERA00065a,TERA00065b,2.8334,2.8503,2.9116,2.3845,2.2827,2.3394
52df5a2a-7304-11e9-9eb4-b827eb637591,1557479802,0004A30B0023BBE4,023BBE4,TERA00010c,TERA00010d,TERA00010e,2.8635,2.8431,2.9105,2.2591,2.3625,2.4297
0ee4d69a-6a46-11e9-8b64-b827eb637591,1556518474,0004A30B0023BBE7,023BBE7,TERA00251d,TERA00251e,TERA00244a,2.8229,2.792,2.9027,2.3292,2.1909,2.2344
953331b2-6634-11e9-890e-b827eb637591,1556071164,0004A30B0023BCD4,023BCD4,TERA000101e,TERA000101d,TERA000100e,2.8355,2.8251,2.8637,2.4251,2.431,2.2859
63226b9c-7521-11e9-9763-b827eb637591,1557712187,0004A30B0023BD57,023BD57,TERA00001e,TERA00178a,TERA00178b,2.8028,2.8396,2.8898,2.272,2.2836,2.2285
8d239f9e-65a7-11e9-90a6-b827eb637591,1556010591,0004A30B0023CFD9,023CFD9,TERA000111d,TERA000111e,TERA00053a,2.8412,2.8122,2.9325,2.1533,2.21,2.3168
5ea4b6f0-7559-11e9-8def-b827eb637591,1557736231,0004A30B0023D01F,023D01F,TERA00234a,TERA00187d,TERA00187e,2.8216,2.8141,2.8788,1.9859,2.1447,2.2347
821f053c-bf31-11e9-b698-b827eb637591,1565855497,0004A30B0023D023,023D023,TER19260019b,TER19260058d,TER19260058e,2.7853,2.8041,2.8847,2.1592,2.258,2.3673
